pol_id,y
351,0.0122699386503067
353,0
354,0
355,0
356,0
358,0.024390243902439
359,0
36,0
363,0
364,0.0113636363636364
365,0
366,0
368,0.00671140939597315
37,0.0256410256410256
370,0
371,0
372,0
373,0
374,0.00819672131147541
377,0
378,0
379,0
38,0.016
380,0
382,0.01
383,0
384,0.0133333333333333
387,0
389,0
39,0
390,0
391,0
393,0.00308641975308642
394,0.0205128205128205
395,0
398,0
4,0
40,0
400,0
401,0.0208333333333333
402,0
403,0.00526315789473684
404,0
405,0
406,0
41,0
410,0.125
413,0.0075
414,0
415,0.00615384615384615
416,0
417,0.00669642857142857
418,0.0263157894736842
419,0
421,0
422,0
423,0
432,0
433,0
434,0.0294117647058824
436,0.0115606936416185
437,0
439,0
441,0.0130208333333333
443,0.0025706940874036
445,0
446,0.015625
448,0
45,0
450,0
451,0.032258064516129
453,0
454,0
456,0.0168067226890756
457,0
458,0.00956937799043062
46,0
460,0
461,0
462,0
463,0.0125
464,0.0166666666666667
467,0.00980392156862745
469,0.00254777070063694
470,0.166666666666667
471,0.00332778702163062
472,0.037037037037037
473,0
474,0
475,0.00344234079173838
477,0
48,0
481,0.00666666666666667
482,0
483,0
486,0
487,0.00694444444444444
488,0
489,0
491,0.00461095100864553
492,0.00555555555555556
493,0
494,0.0116279069767442
496,0.0123456790123457
498,0
5,0
50,0.00574712643678161
500,0
503,0.0136986301369863
504,0.00806451612903226
508,0
509,0
51,0.00498753117206983
510,0
512,0.0238095238095238
513,0.0155038759689922
514,0
515,0
516,0.0153846153846154
519,0.0036231884057971
52,0
520,0.00395256916996047
521,0
522,0.0123456790123457
524,0
525,0
526,0.00063653723742839
527,0.0130434782608696
528,0
53,0
532,0
533,0
535,0
536,0.0104166666666667
538,0
539,0
54,0
541,0
542,0
543,0
544,0
545,0.0053475935828877
547,0
548,0.00431034482758621
550,0
552,0.0065359477124183
553,0
554,0
556,0
559,0.0105263157894737
562,0
564,0.00515463917525773
565,0.00934579439252336
566,0
568,0.00961538461538462
569,0.0123456790123457
57,0
570,0.016
571,0.00746268656716418
572,0.00645161290322581
574,0.00536193029490617
575,0.00666666666666667
578,0
581,0.00630252100840336
582,0.0114942528735632
583,0
584,0
587,0.00761421319796954
588,0.0135135135135135
589,0.00738007380073801
59,0
590,0.0434782608695652
591,0.05
592,0.0099009900990099
593,0.0036563071297989
594,0
595,0
596,0.0161290322580645
597,0
598,0
599,0
6,0
600,0
601,0.00594059405940594
602,0
605,0
606,0
607,0
609,0
610,0
611,0.00847457627118644
612,0
613,0.00595238095238095
618,0.00403225806451613
619,0
62,0
621,0.00111731843575419
625,0.0540540540540541
626,0
627,0
631,0
635,0
636,0
637,0
638,0
639,0
64,0.0091264667535854
640,0
641,0
642,0.0196078431372549
644,0.0163934426229508
645,0.0116666666666667
646,0.0113895216400911
647,0
648,0
650,0.0092497430626927
651,0
652,0
653,0.0172413793103448
655,0
656,0.00440528634361234
657,0
658,0
659,0
66,0
660,0.0138888888888889
661,0
662,0.00530503978779841
665,0
666,0
667,0
668,0
669,0.0149253731343284
67,0
670,0
672,0
673,0
674,0
675,0
676,0
678,0.00227790432801822
682,0
684,0
686,0.0238095238095238
687,0
688,0
690,0
692,0
693,0
694,0.0238095238095238
696,0.0106382978723404
698,0
7,0
700,0
701,0
703,0
704,0
706,0.0125
707,0
709,0
711,0
712,0
713,0.0161290322580645
714,0.00591715976331361
715,0
717,0
72,0
721,0
722,0
728,0
731,0
734,0.00809544098849595
735,0
737,0.0164041994750656
739,0
74,0.00176991150442478
740,0
741,0.0232558139534884
743,0.00823045267489712
744,0.0740740740740741
746,0
747,0
748,0
749,0
751,0.0454545454545455
766,0.0128205128205128
769,0.0102040816326531
77,0
773,0.0102827763496144
775,0
776,0
777,0.00840336134453781
778,0.0208333333333333
779,0
78,0
780,0.0101010101010101
781,0
785,0.0138888888888889
786,0
787,0.0333333333333333
788,0.00444444444444444
8,0
80,0
800,0
802,0
804,0.00550964187327824
81,0
82,0
83,0
832,0
85,0
854,0
867,0
869,0.00598802395209581
871,0
872,0.00558659217877095
876,0
88,0
89,0
90,0.00378787878787879
92,0
93,0
94,0
95,0.00355871886120996
96,0.0100125156445557
98,0
99,0.0833333333333333
NULL,0.00526315789473684
